Borrower_ID,Age,Employment_Status,Income,Credit_Score,Nationality,Loan_ID,Interest_Rate,Loan_Term,Purpose,Disbursement_Date,Due_Date,Days_Past_Due,Payment_Amount,Outstanding_Balance,Collection_Status,Recovery_Status,Recovery_Amount,Recovery_Date,Paid_Date,Invoice_Amount,Customer_Segment,Days_To_Collect,Recovered,Contact_Attempts,Payment_History_Pattern,Region,Channel_of_Contact
753,66,Unemployed,17551,440,German,10753,10.27,24,Home Improvement,7/21/2022,7/10/2024,148,37945.992,-6465.992,Default,Recovered,-4962.005419,2/25/2025,12/5/2024,31480,Unemployed,868,1,2,Always On Time,North,Email
754,31,Employed,86947,561,German,10754,5.95,36,Debt Consolidation,3/3/2020,2/16/2023,127,53809.1315,-8150.1315,Default,Recovered,-4885.305084,8/31/2023,6/23/2023,45659,Employed,1207,1,2,Always On Time,South,Phone
755,32,Employed,76001,639,German,10755,4.62,60,Business,11/19/2020,10/24/2025,-4,60030.946,-11264.946,Current,Not Started,0,,10/20/2025,48766,Employed,1796,0,1,Mixed,South,SMS
756,48,Employed,64159,607,German,10756,4.24,36,Home Improvement,1/23/2022,1/7/2025,-5,44791.5464,-5054.5464,Current,Not Started,0,,1/2/2025,39737,Employed,1075,0,4,Always Late,West,In-App
757,18,Employed,66707,544,German,10757,10.32,48,Other,10/16/2022,9/25/2026,3,14502.392,-4237.392,Current,Not Started,0,,9/28/2026,10265,Employed,1443,0,2,Mixed,West,SMS
758,20,Employed,48243,814,German,10758,12.99,36,Education,8/27/2021,8/11/2024,169,68969.4213,-19340.4213,Default,Not Started,0,,1/27/2025,49629,Employed,1249,0,6,Always Late,North,In-App
759,33,Employed,36800,636,German,10759,13.37,60,Debt Consolidation,8/18/2020,7/23/2025,-4,10768.499,-4314.499,Current,Not Started,0,,7/19/2025,6454,Employed,1796,0,7,Mixed,North,Email
760,40,Self-Employed,90939,375,German,10760,8.83,24,Home Improvement,2/12/2020,2/1/2022,0,43437.7188,-6519.7188,Current,Not Started,0,,2/1/2022,36918,Self-Employed,720,0,4,Mixed,South,Email
761,28,Employed,72828,474,German,10761,12.52,24,Business,12/8/2022,11/27/2024,-5,33987.1224,-6806.1224,Current,Not Started,0,,11/22/2024,27181,Employed,715,0,9,Always Late,North,SMS
762,29,Employed,22239,408,German,10762,14.39,36,Education,12/18/2021,12/2/2024,-5,23459.8362,-7073.8362,Current,Not Started,0,,11/27/2024,16386,Employed,1075,0,4,Always Late,North,Email
763,27,Employed,21710,482,German,10763,6.66,12,Education,12/12/2022,12/7/2023,110,42858.1212,-2676.1212,Default,Recovered,-2018.338606,8/2/2024,3/26/2024,40182,Employed,470,1,4,Mixed,South,SMS
764,49,Self-Employed,36384,491,German,10764,8.08,36,Home Improvement,5/30/2022,5/14/2025,3,47739.22,-9314.22,Current,Not Started,0,,5/17/2025,38425,Self-Employed,1083,0,9,Always Late,North,In-App
765,33,Employed,36038,364,German,10765,14.21,48,Business,9/5/2020,8/15/2024,-1,69407.9736,-25153.9736,Current,Not Started,0,,8/14/2024,44254,Employed,1439,0,2,Always Late,North,Phone
766,25,Employed,55846,773,German,10766,7.39,24,Debt Consolidation,5/25/2020,5/15/2022,1,29070.3306,-3743.3306,Current,Not Started,0,,5/16/2022,25327,Employed,721,0,8,Always Late,East,Email
767,55,Employed,102983,399,German,10767,14.01,24,Home Improvement,5/5/2022,4/24/2024,-5,28396.1162,-6215.1162,Current,Not Started,0,,4/19/2024,22181,Employed,715,0,1,Mixed,West,In-App
768,29,Self-Employed,82821,843,German,10768,14.78,24,Debt Consolidation,6/11/2022,5/31/2024,0,63046.4872,-14384.4872,Current,Not Started,0,,5/31/2024,48662,Self-Employed,720,0,3,Always Late,South,Phone
769,41,Employed,52991,427,German,10769,11.11,12,Education,3/27/2020,3/22/2021,2,24946.4172,-2494.4172,Current,Not Started,0,,3/24/2021,22452,Employed,362,0,1,Mixed,East,Phone
770,45,Employed,94057,751,Other,10770,12.89,12,Debt Consolidation,1/18/2021,1/13/2022,-5,44307.0672,-5059.0672,Current,Not Started,0,,1/8/2022,39248,Employed,355,0,6,Always Late,West,Phone
771,25,Self-Employed,21971,668,German,10771,12.12,60,Business,3/4/2020,2/6/2025,3,67132.40599999999,-25331.406,Current,Not Started,0,,2/9/2025,41801,Self-Employed,1803,0,5,Always Late,West,In-App
772,45,Self-Employed,44139,342,German,10772,11.54,36,Other,12/15/2020,11/30/2023,-3,46781.7962,-12030.7962,Current,Not Started,0,,11/27/2023,34751,Self-Employed,1077,0,6,Mixed,West,In-App
773,53,Employed,100445,718,German,10773,7.03,36,Business,4/30/2022,4/14/2025,-5,27839.8019,-4848.8019,Current,Not Started,0,,4/9/2025,22991,Employed,1075,0,3,Always Late,East,SMS
774,43,Self-Employed,92067,787,Other,10774,4.16,48,Debt Consolidation,1/17/2020,12/27/2023,30,49351.55039999999,-7040.5504,Current,Not Started,0,,1/26/2024,42311,Self-Employed,1470,0,3,Mixed,East,Phone
775,25,Employed,95257,377,German,10775,7.45,24,Home Improvement,10/14/2021,10/4/2023,0,12542.484,-1626.484,Current,Not Started,0,,10/4/2023,10916,Employed,720,0,1,Mixed,West,Phone
776,67,Employed,99742,569,German,10776,11.17,12,Education,4/29/2021,4/24/2022,0,12387.673099999998,-1244.6731,Current,Not Started,0,,4/24/2022,11143,Employed,360,0,3,Always Late,North,Phone
777,45,Employed,52711,614,German,10777,4.68,48,Other,2/28/2020,2/7/2024,-5,31882.256,-5027.256,Current,Not Started,0,,2/2/2024,26855,Employed,1435,0,8,Mixed,North,SMS
778,45,Employed,21530,467,German,10778,3.64,48,Home Improvement,1/20/2022,12/30/2025,-3,18995.1936,-2414.1936,Current,Not Started,0,,12/27/2025,16581,Employed,1437,0,3,Always Late,East,Phone
779,54,Employed,26116,638,German,10779,5.11,12,Home Improvement,5/6/2020,5/1/2021,1,3055.5477,-148.5477,Current,Not Started,0,,5/2/2021,2907,Employed,361,0,7,Mixed,East,In-App
780,58,Unemployed,80794,492,German,10780,11.73,36,Business,11/26/2022,11/10/2025,100,41130.2056,-10706.2056,Default,Not Started,0,,2/18/2026,30424,Unemployed,1180,0,7,Mixed,East,Phone
781,53,Employed,15282,752,German,10781,14.69,24,Debt Consolidation,6/7/2021,5/28/2023,-3,31449.690400000003,-7141.6904,Current,Not Started,0,,5/25/2023,24308,Employed,717,0,3,Mixed,West,Email
782,44,Employed,94473,582,German,10782,14.81,36,Business,5/2/2020,4/17/2023,-3,62081.79120000001,-19097.7912,Current,Not Started,0,,4/14/2023,42984,Employed,1077,0,5,Mixed,North,In-App
783,34,Employed,16898,635,German,10783,9.18,48,Debt Consolidation,1/17/2021,12/27/2024,80,58112.836,-15607.836,Delinquent,Not Started,0,,3/17/2025,42505,Employed,1520,0,1,Always Late,East,SMS
784,26,Unemployed,19135,689,German,10784,13.5,24,Business,4/11/2022,3/31/2024,1,60356.75,-12831.75,Current,Not Started,0,,4/1/2024,47525,Unemployed,721,0,1,Always Late,East,Phone
785,50,Employed,21629,824,German,10785,11.97,60,Home Improvement,5/19/2022,4/23/2027,158,60650.287,-22708.287,Default,Recovered,-13141.04174,11/16/2027,9/28/2027,37942,Employed,1958,1,1,Always On Time,South,Email
786,37,Employed,100120,539,German,10786,9.26,48,Education,9/26/2022,9/5/2026,-2,38312.2728,-10355.2728,Current,Not Started,0,,9/3/2026,27957,Employed,1438,0,4,Always Late,West,SMS
787,30,Employed,104087,782,German,10787,10.09,36,Debt Consolidation,12/6/2021,11/20/2024,173,34474.6528,-8010.6528,Default,Recovered,-6692.799118,8/18/2025,5/12/2025,26464,Employed,1253,1,3,Always On Time,South,SMS
788,45,Employed,80031,757,Other,10788,5.08,36,Other,12/13/2022,11/27/2025,71,57016.1424,-7540.1424,Delinquent,Not Started,0,,2/6/2026,49476,Employed,1151,0,4,Always Late,North,In-App
789,65,Unemployed,48380,388,German,10789,14.28,36,Other,8/15/2020,7/31/2023,147,35208.6316,-10559.6316,Default,Not Started,0,,12/25/2023,24649,Unemployed,1227,0,4,Mixed,South,SMS
790,46,Unemployed,32071,394,German,10790,7.55,12,Home Improvement,12/29/2020,12/24/2021,158,46316.4075,-3251.4075,Default,Recovered,-2851.383071,8/13/2022,5/31/2022,43065,Unemployed,518,1,3,Always On Time,South,SMS
791,30,Employed,35074,751,German,10791,8.63,48,Business,9/29/2020,9/8/2024,128,37833.75,-9708.75,Default,Recovered,-5390.270011,2/18/2025,1/14/2025,28125,Employed,1568,1,5,Always On Time,South,SMS
792,63,Unemployed,105724,727,German,10792,11.22,24,Business,2/17/2020,2/6/2022,36,43782.0952,-8024.0952,Delinquent,Not Started,0,,3/14/2022,35758,Unemployed,756,0,6,Always Late,West,SMS
793,52,Employed,82843,450,Other,10793,7.34,36,Home Improvement,11/11/2021,10/26/2024,1,8048.4392,-1452.4392,Current,Not Started,0,,10/27/2024,6596,Employed,1081,0,1,Mixed,North,Phone
794,23,Self-Employed,54901,813,German,10794,6.42,36,Other,10/26/2022,10/10/2025,-4,20720.2324,-3346.2324,Current,Not Started,0,,10/6/2025,17374,Self-Employed,1076,0,2,Mixed,South,Phone
795,35,Employed,26205,675,German,10795,10.76,12,Other,11/26/2022,11/21/2023,-2,5288.79,-513.79,Current,Not Started,0,,11/19/2023,4775,Employed,358,0,6,Always Late,West,Phone
796,68,Employed,70661,321,German,10796,3.79,24,Business,1/2/2020,12/22/2021,116,30539.8104,-2151.8104,Default,Recovered,-1579.216248,6/24/2022,4/17/2022,28388,Employed,836,1,3,Always On Time,North,Phone
797,22,Employed,20906,612,German,10797,11.79,48,Debt Consolidation,1/30/2020,1/9/2024,55,32417.8764,-10388.8764,Delinquent,Not Started,0,,3/4/2024,22029,Employed,1495,0,5,Mixed,East,Email
798,64,Employed,17591,818,German,10798,9.41,60,Education,9/14/2021,8/19/2026,109,28593.8725,-9148.8725,Default,Recovered,-4898.634327,4/16/2027,12/6/2026,19445,Employed,1909,1,3,Always On Time,South,Phone
799,42,Employed,77987,505,German,10799,10.47,12,Debt Consolidation,10/23/2022,10/18/2023,38,54653.9278,-5179.9278,Delinquent,Not Started,0,,11/25/2023,49474,Employed,398,0,3,Mixed,North,SMS
800,19,Employed,78370,674,German,10800,10.77,48,Other,3/4/2022,2/11/2026,-2,22384.866,-6739.866,Current,Not Started,0,,2/9/2026,15645,Employed,1438,0,2,Always Late,South,Phone
801,27,Employed,95685,750,German,10801,9.56,60,Debt Consolidation,2/23/2021,1/28/2026,4,47451.19,-15346.19,Current,Not Started,0,,2/1/2026,32105,Employed,1804,0,2,Always Late,East,Phone
802,47,Self-Employed,69400,478,German,10802,10.2,36,Education,12/26/2020,12/11/2023,-4,19156.408,-4488.408,Current,Not Started,0,,12/7/2023,14668,Self-Employed,1076,0,5,Always Late,North,In-App
803,67,Employed,40150,509,Other,10803,11.36,36,Debt Consolidation,11/5/2021,10/20/2024,0,22739.968,-5779.968,Current,Not Started,0,,10/20/2024,16960,Employed,1080,0,3,Mixed,West,SMS
804,62,Employed,46852,799,German,10804,12.16,24,Debt Consolidation,7/2/2022,6/21/2024,-5,15362.2224,-3005.2224,Current,Not Started,0,,6/16/2024,12357,Employed,715,0,6,Mixed,North,Phone
805,22,Unemployed,57870,763,German,10805,11.87,60,Debt Consolidation,10/12/2020,9/16/2025,112,60876.4805,-22673.4805,Default,Not Started,0,,1/6/2026,38203,Unemployed,1912,0,7,Always Late,West,Phone
806,50,Employed,67756,423,German,10806,13.5,36,Debt Consolidation,10/4/2022,9/18/2025,42,23609.62,-6805.62,Delinquent,Not Started,0,,10/30/2025,16804,Employed,1122,0,4,Mixed,North,Phone
807,18,Employed,71481,412,German,10807,5.68,36,Home Improvement,8/14/2020,7/30/2023,4,18288.6704,-2662.6704,Current,Not Started,0,,8/3/2023,15626,Employed,1084,0,6,Always Late,West,Email
808,35,Employed,16283,311,German,10808,8.11,24,Other,4/22/2020,4/12/2022,-5,33857.2104,-4725.2104,Current,Not Started,0,,4/7/2022,29132,Employed,715,0,3,Mixed,East,Phone
809,49,Self-Employed,48691,425,German,10809,14.4,48,Education,11/4/2021,10/14/2025,2,14106.776,-5155.776,Current,Not Started,0,,10/16/2025,8951,Self-Employed,1442,0,3,Always Late,East,In-App
810,64,Employed,16125,630,German,10810,8.06,36,Other,5/10/2022,4/24/2025,-1,9250.1682,-1801.1682,Current,Not Started,0,,4/23/2025,7449,Employed,1079,0,6,Mixed,East,SMS
811,66,Employed,82065,582,German,10811,4.94,12,Home Improvement,2/11/2021,2/6/2022,0,21056.211000000003,-991.211,Current,Not Started,0,,2/6/2022,20065,Employed,360,0,3,Always Late,North,SMS
812,28,Self-Employed,41170,439,German,10812,9.54,12,Home Improvement,3/9/2022,3/4/2023,-4,40493.6518,-3526.6518,Current,Not Started,0,,2/28/2023,36967,Self-Employed,356,0,4,Always Late,East,Phone
813,38,Unemployed,23438,700,German,10813,4.76,48,Home Improvement,6/1/2022,5/11/2026,-4,48254.05439999999,-7718.0544,Current,Not Started,0,,5/7/2026,40536,Unemployed,1436,0,2,Always Late,South,Phone
814,43,Employed,35095,396,German,10814,5.83,60,Home Improvement,9/2/2020,8/7/2025,3,13082.895,-2952.895,Current,Not Started,0,,8/10/2025,10130,Employed,1803,0,4,Mixed,East,Phone
815,42,Employed,31154,816,German,10815,14.98,24,Debt Consolidation,8/31/2021,8/21/2023,157,32261.2704,-7437.2704,Default,Recovered,-5943.057498,7/2/2024,1/25/2024,24824,Employed,877,1,7,Mixed,West,SMS
816,39,Employed,23004,368,German,10816,9.73,12,Other,1/3/2021,12/29/2021,0,46526.6173,-4125.6173,Current,Not Started,0,,12/29/2021,42401,Employed,360,0,7,Always Late,West,SMS
817,44,Self-Employed,24752,417,German,10817,6.77,12,Business,10/15/2021,10/10/2022,4,40565.1261,-2572.1261,Current,Not Started,0,,10/14/2022,37993,Self-Employed,364,0,6,Always Late,West,Email
818,66,Employed,70426,358,German,10818,14.94,48,Education,4/13/2022,3/23/2026,-1,52521.1,-19646.1,Current,Not Started,0,,3/22/2026,32875,Employed,1439,0,6,Mixed,North,In-App
819,30,Employed,41819,332,German,10819,14.62,60,Home Improvement,9/10/2020,8/15/2025,-2,12210.473999999998,-5156.474,Current,Not Started,0,,8/13/2025,7054,Employed,1798,0,4,Always Late,South,Email
820,50,Unemployed,117168,617,German,10820,8.57,60,Other,2/11/2020,1/15/2025,4,50387.480500000005,-15114.4805,Current,Not Started,0,,1/19/2025,35273,Unemployed,1804,0,4,Mixed,East,In-App
821,51,Employed,107051,349,German,10821,6.49,48,Home Improvement,9/27/2020,9/6/2024,63,53937.331600000005,-11116.3316,Delinquent,Not Started,0,,11/8/2024,42821,Employed,1503,0,1,Mixed,South,Email
822,58,Employed,39217,788,German,10822,13.14,12,Home Improvement,6/12/2022,6/7/2023,2,56023.5338,-6506.5338,Current,Not Started,0,,6/9/2023,49517,Employed,362,0,3,Always Late,South,SMS
823,52,Employed,103708,318,German,10823,11.73,24,Home Improvement,6/26/2021,6/16/2023,4,14607.7872,-2775.7872,Current,Not Started,0,,6/20/2023,11832,Employed,724,0,4,Mixed,West,Email
824,18,Employed,47994,496,German,10824,11.4,12,Home Improvement,4/11/2021,4/6/2022,1,34166.380000000005,-3496.38,Current,Not Started,0,,4/7/2022,30670,Employed,361,0,9,Always Late,West,In-App
825,38,Employed,30036,749,German,10825,13.77,60,Home Improvement,6/27/2020,6/1/2025,-4,40274.102,-16422.102,Current,Not Started,0,,5/28/2025,23852,Employed,1796,0,3,Mixed,West,Phone
826,65,Employed,92275,751,German,10826,11.43,12,Education,1/21/2021,1/16/2022,0,27434.066000000003,-2814.066,Current,Not Started,0,,1/16/2022,24620,Employed,360,0,4,Always Late,North,In-App
827,23,Employed,112756,588,German,10827,6.76,24,Other,1/24/2020,1/13/2022,2,33269.3064,-3962.3064,Current,Not Started,0,,1/15/2022,29307,Employed,722,0,4,Always Late,South,Phone
828,45,Employed,64416,440,German,10828,11.48,36,Home Improvement,11/17/2021,11/1/2024,84,65271.9644,-16720.9644,Delinquent,Not Started,0,,1/24/2025,48551,Employed,1164,0,5,Always Late,South,SMS
829,34,Unemployed,24587,383,German,10829,7.02,12,Home Improvement,1/13/2022,1/8/2023,44,2730.0802,-179.0802,Delinquent,Not Started,0,,2/21/2023,2551,Unemployed,404,0,6,Mixed,North,In-App
830,22,Employed,110665,690,German,10830,12.23,48,Home Improvement,5/13/2022,4/22/2026,46,72854.6424,-23932.6424,Delinquent,Not Started,0,,6/7/2026,48922,Employed,1486,0,2,Mixed,North,Email
831,48,Unemployed,15645,514,German,10831,10.63,36,Home Improvement,5/26/2020,5/11/2023,-1,38000.1468,-9188.1468,Current,Not Started,0,,5/10/2023,28812,Unemployed,1079,0,4,Always Late,North,In-App
832,22,Employed,45930,825,German,10832,4.39,48,Debt Consolidation,8/24/2021,8/3/2025,-4,17397.7044,-2598.7044,Current,Not Started,0,,7/30/2025,14799,Employed,1436,0,7,Mixed,South,Phone
833,55,Self-Employed,96835,514,German,10833,9.4,48,Debt Consolidation,4/8/2021,3/18/2025,113,37581.312,-10269.312,Default,Recovered,-6492.281115,11/22/2025,7/9/2025,27312,Self-Employed,1553,1,4,Mixed,South,SMS
834,20,Self-Employed,45090,702,German,10834,7.45,48,Business,9/24/2020,9/3/2024,1,52724.76,-12104.76,Current,Not Started,0,,9/4/2024,40620,Self-Employed,1441,0,2,Mixed,West,Email
835,40,Employed,102489,427,German,10835,7.28,12,Home Improvement,7/18/2020,7/13/2021,-3,2627.2872,-178.2872,Current,Not Started,0,,7/10/2021,2449,Employed,357,0,5,Always Late,West,In-App
836,54,Self-Employed,67142,776,German,10836,10.43,60,Business,11/24/2020,10/29/2025,1,38685.659,-13259.659,Current,Not Started,0,,10/30/2025,25426,Self-Employed,1801,0,7,Always Late,South,Phone
837,54,Self-Employed,41475,703,German,10837,7.21,36,Education,8/26/2020,8/11/2023,-1,44306.1601,-7879.1601,Current,Not Started,0,,8/10/2023,36427,Self-Employed,1079,0,1,Always Late,West,Email
838,27,Employed,33888,328,German,10838,12.43,24,Business,5/27/2021,5/17/2023,2,51538.4622,-10261.4622,Current,Not Started,0,,5/19/2023,41277,Employed,722,0,6,Mixed,North,SMS
839,27,Employed,58732,637,German,10839,4.31,60,Other,1/11/2020,12/15/2024,2,39565.7405,-7014.7405,Current,Not Started,0,,12/17/2024,32551,Employed,1802,0,7,Mixed,East,Email
840,36,Employed,96623,660,German,10840,11.09,12,Debt Consolidation,10/30/2021,10/25/2022,1,28080.2193,-2803.2193,Current,Not Started,0,,10/26/2022,25277,Employed,361,0,4,Mixed,West,SMS
841,34,Self-Employed,61305,691,German,10841,12.81,48,Debt Consolidation,11/25/2021,11/4/2025,160,55185.9636,-18696.9636,Default,Recovered,-14280.96943,6/20/2026,4/13/2026,36489,Self-Employed,1600,1,9,Always On Time,South,Email
842,38,Self-Employed,61037,517,German,10842,11.24,24,Home Improvement,10/17/2022,10/6/2024,-4,56600.4576,-10388.4576,Current,Not Started,0,,10/2/2024,46212,Self-Employed,716,0,6,Always Late,West,In-App
843,31,Self-Employed,24346,501,German,10843,9.22,36,Home Improvement,8/11/2022,7/26/2025,0,13579.1942,-2942.1942,Current,Not Started,0,,7/26/2025,10637,Self-Employed,1080,0,6,Always Late,West,Phone
844,26,Employed,15587,316,German,10844,14.43,60,Education,3/5/2021,2/7/2026,3,76190.147,-31932.147,Current,Not Started,0,,2/10/2026,44258,Employed,1803,0,6,Always Late,West,In-App
845,63,Self-Employed,27763,621,German,10845,6.95,60,Education,2/23/2020,1/27/2025,-4,49443.817500000005,-12750.8175,Current,Not Started,0,,1/23/2025,36693,Self-Employed,1796,0,2,Always Late,East,In-App
846,18,Employed,74165,817,German,10846,3.72,24,Other,1/31/2020,1/20/2022,-5,11629.3056,-805.3056,Current,Not Started,0,,1/15/2022,10824,Employed,715,0,2,Always Late,North,SMS
847,68,Employed,84615,624,German,10847,8.47,12,Home Improvement,11/23/2021,11/18/2022,56,30317.365,-2367.365,Delinquent,Not Started,0,,1/13/2023,27950,Employed,416,0,4,Always Late,South,SMS
848,62,Employed,51116,711,German,10848,3.88,36,Home Improvement,6/11/2022,5/26/2025,-1,27338.4032,-2850.4032,Current,Not Started,0,,5/25/2025,24488,Employed,1079,0,2,Mixed,East,SMS
849,30,Employed,100751,617,German,10849,14.47,24,Education,10/22/2021,10/12/2023,72,51586.315200000005,-11578.3152,Delinquent,Not Started,0,,12/23/2023,40008,Employed,792,0,3,Always Late,South,In-App
850,21,Employed,106353,381,German,10850,5.91,48,Education,9/12/2020,8/22/2024,0,1502.226,-287.226,Current,Not Started,0,,8/22/2024,1215,Employed,1440,0,7,Always Late,South,Email
851,18,Employed,105301,773,Other,10851,12.57,36,Education,10/4/2021,9/18/2024,-3,56553.3657,-15486.3657,Current,Not Started,0,,9/15/2024,41067,Employed,1077,0,7,Always Late,South,Email
852,66,Employed,110648,767,German,10852,12.41,60,Debt Consolidation,2/17/2021,1/22/2026,154,20293.5215,-7770.5215,Default,Not Started,0,,6/25/2026,12523,Employed,1954,0,5,Always Late,East,In-App
853,57,Employed,40556,724,Other,10853,6,24,Business,5/29/2021,5/19/2023,2,12727.680000000002,-1363.68,Current,Not Started,0,,5/21/2023,11364,Employed,722,0,7,Always Late,North,In-App
854,49,Employed,74042,503,Other,10854,10.64,60,Business,2/10/2021,1/15/2026,1,6362.396,-2209.396,Current,Not Started,0,,1/16/2026,4153,Employed,1801,0,6,Always Late,South,Phone
855,51,Employed,33099,686,German,10855,4.05,60,Home Improvement,6/18/2020,5/23/2025,-4,29862.885,-5028.885,Current,Not Started,0,,5/19/2025,24834,Employed,1796,0,3,Always Late,North,SMS
856,45,Employed,60096,397,German,10856,9.06,60,Debt Consolidation,7/10/2020,6/14/2025,1,51543.722,-16069.722,Current,Not Started,0,,6/15/2025,35474,Employed,1801,0,2,Always Late,North,SMS
857,48,Employed,86986,644,German,10857,3.67,12,Education,2/2/2021,1/28/2022,-5,45683.2222,-1617.2222,Current,Not Started,0,,1/23/2022,44066,Employed,355,0,4,Mixed,West,In-App
858,25,Employed,28230,507,German,10858,14.09,60,Home Improvement,2/28/2022,2/2/2027,3,60228.5075,-24893.5075,Current,Not Started,0,,2/5/2027,35335,Employed,1803,0,6,Mixed,East,In-App
859,56,Employed,44009,813,German,10859,14.72,48,Debt Consolidation,4/2/2021,3/12/2025,1,18112.32,-6712.32,Current,Not Started,0,,3/13/2025,11400,Employed,1441,0,3,Always Late,East,Email
860,43,Employed,85969,465,German,10860,6.06,48,Other,5/22/2021,5/1/2025,0,14095.028,-2750.028,Current,Not Started,0,,5/1/2025,11345,Employed,1440,0,5,Always Late,West,In-App
861,51,Employed,48866,321,German,10861,5.89,36,Debt Consolidation,5/22/2020,5/7/2023,61,41062.1232,-6166.1232,Delinquent,Not Started,0,,7/7/2023,34896,Employed,1141,0,1,Mixed,West,Email
862,20,Employed,99246,453,German,10862,12.17,60,Home Improvement,10/22/2020,9/26/2025,74,33607.999,-12713.999,Delinquent,Not Started,0,,12/9/2025,20894,Employed,1874,0,6,Always Late,North,In-App
863,67,Employed,91975,738,German,10863,6.41,60,Business,7/7/2021,6/11/2026,79,39481.6295,-9582.6295,Delinquent,Not Started,0,,8/29/2026,29899,Employed,1879,0,7,Mixed,South,Phone
864,29,Self-Employed,56855,594,German,10864,13.79,24,Education,6/8/2022,5/28/2024,-3,53117.933000000005,-11482.933,Current,Not Started,0,,5/25/2024,41635,Self-Employed,717,0,6,Mixed,East,Phone
865,18,Employed,96557,518,German,10865,10.1,12,Other,11/20/2021,11/15/2022,155,32181.129,-2952.129,Default,Recovered,-2239.870326,9/13/2023,4/19/2023,29229,Employed,515,1,9,Always On Time,South,Email
866,61,Employed,21416,794,German,10866,7.53,36,Debt Consolidation,12/4/2021,11/18/2024,4,8070.0997,-1487.0997,Current,Not Started,0,,11/22/2024,6583,Employed,1084,0,7,Always Late,South,SMS
867,22,Employed,87516,529,German,10867,13.08,60,Home Improvement,7/9/2021,6/13/2026,95,9753.638,-3856.638,Default,Not Started,0,,9/16/2026,5897,Employed,1895,0,8,Mixed,West,Phone
868,47,Employed,70915,319,Other,10868,9.17,24,Home Improvement,5/12/2021,5/2/2023,3,8284.9834,-1283.9834,Current,Not Started,0,,5/5/2023,7001,Employed,723,0,8,Mixed,South,Email
869,47,Employed,33058,447,German,10869,13.98,12,Education,11/16/2020,11/11/2021,0,51155.3638,-6274.3638,Current,Not Started,0,,11/11/2021,44881,Employed,360,0,7,Mixed,North,In-App
870,34,Employed,91637,407,German,10870,14.17,36,Home Improvement,8/13/2021,7/28/2024,34,7933.5317,-2366.5317,Delinquent,Not Started,0,,8/31/2024,5567,Employed,1114,0,5,Always Late,West,In-App
871,65,Employed,55718,702,German,10871,5.4,36,Home Improvement,4/17/2020,4/2/2023,-3,11934.902,-1663.902,Current,Not Started,0,,3/30/2023,10271,Employed,1077,0,1,Always Late,South,Email
872,64,Employed,47602,782,German,10872,3.53,60,Education,5/23/2021,4/27/2026,-1,56608.474,-8492.474,Current,Not Started,0,,4/26/2026,48116,Employed,1799,0,4,Always Late,West,SMS
873,40,Employed,89658,666,German,10873,14.82,36,Other,11/29/2021,11/13/2024,53,18350.7538,-5647.7538,Delinquent,Not Started,0,,1/5/2025,12703,Employed,1133,0,4,Always Late,North,Email
874,32,Self-Employed,93112,713,German,10874,13.92,24,Business,5/28/2021,5/18/2023,89,18318.1936,-3989.1936,Delinquent,Not Started,0,,8/15/2023,14329,Self-Employed,809,0,3,Mixed,North,Email
875,54,Self-Employed,73067,608,German,10875,4.14,36,Business,9/20/2020,9/5/2023,108,41043.4178,-4534.4178,Default,Not Started,0,,12/22/2023,36509,Self-Employed,1188,0,3,Always Late,South,Phone
876,38,Self-Employed,42516,433,German,10876,13.08,48,Debt Consolidation,4/9/2022,3/19/2026,-1,11052.3392,-3796.3392,Current,Not Started,0,,3/18/2026,7256,Self-Employed,1439,0,9,Mixed,West,Email
877,31,Unemployed,102969,582,Other,10877,8.76,24,Other,7/27/2021,7/17/2023,0,1443.1456,-215.1456,Current,Not Started,0,,7/17/2023,1228,Unemployed,720,0,7,Always Late,South,Email
878,19,Employed,16089,372,German,10878,6.48,12,Debt Consolidation,4/17/2022,4/12/2023,4,27414.3408,-1668.3408,Current,Not Started,0,,4/16/2023,25746,Employed,364,0,7,Always Late,South,In-App
879,28,Employed,52346,780,German,10879,13.61,12,Business,4/28/2020,4/23/2021,2,20083.9758,-2405.9758,Current,Not Started,0,,4/25/2021,17678,Employed,362,0,3,Always Late,West,Phone
880,68,Employed,89663,651,German,10880,5.76,60,Education,1/7/2021,12/12/2025,2,49010.976,-10958.976,Current,Not Started,0,,12/14/2025,38052,Employed,1802,0,1,Mixed,South,In-App
881,56,Employed,25487,625,German,10881,14.39,60,Home Improvement,6/12/2022,5/17/2027,-1,80871.524,-33839.524,Current,Not Started,0,,5/16/2027,47032,Employed,1799,0,1,Always Late,North,In-App
882,55,Self-Employed,15155,742,German,10882,5.86,48,Business,11/14/2022,10/24/2026,3,58211.8352,-11053.8352,Current,Not Started,0,,10/27/2026,47158,Self-Employed,1443,0,3,Mixed,West,SMS
883,51,Employed,82494,399,German,10883,10.56,12,Other,4/14/2022,4/9/2023,-2,26738.936,-2553.936,Current,Not Started,0,,4/7/2023,24185,Employed,358,0,1,Mixed,West,SMS
884,55,Unemployed,91229,358,German,10884,6.07,12,Business,1/14/2022,1/9/2023,89,36791.4402,-2105.4402,Delinquent,Not Started,0,,4/8/2023,34686,Unemployed,449,0,1,Always Late,West,Phone
